token,frequency
서전서숙,1
명동,1
중광,1
북로군정서,1
해주었다,1
총회,1
니콜라옙스크,1
신한,1
청년당,1
조성하,1
흥사단,1
조총,1
앞세운,1
고전,1
의주,1
패배하지,1
이루고,1
끈덕진,1
나타내었다,1
1592년,1
세운다,1
입게하였다,1
인촌,1
20만,1
변한에서는,1
구야국,1
狗邪國,1
가야로,1
변한으로,1
소도,1
열중,1
경향,1
셈이었다,1
생겨,1
강현,1
순순히,1
尹柱福,1
진학,1
입사,1
겪고,1
광목,1
성직,1
뉴,1
윤치소,1
창안,1
해낸,1
공모,1
갉아먹고,1
최부잣집,1
일으켜야,1
하트,1
간디,1
태화관,1
창립총회,1
세우게,1
권유,1
다녀간,1
안희제,1
되니,1
넓은,1
비록,1
조의제문,1
훈구,1
향촌,1
향약,1
달았다,1
졸업생,1
윤주,1
동인,1
실패할,1
탑골,1
공원,1
선언서,1
낭독,1
수십만,1
"!""",1
후견인,1
모았고,1
창림,1
주식,1
"3,790",1
주였고,1
"16,210",1
모주,1
출발점,1
되자마자,1
좌초,1
경에,1
조업,1
성공한다,1
민족자결,1
학,1
다져놓,1
사화,1
그만두고,1
내려가,1
반정,1
명종,1
비소,1
잡았다,1
살아나기까지,1
외치,1
휩쓸,1
삽시간,1
방방곡곡,1
시베리아,1
200만,1
232,1
229,1
"1,491",1
벌였으며,1
160,1
말에,1
방화,1
사그라졌다,1
가졌다,1
화룡,1
살상,1
냈음에도,1
앞장서지,1
비관,1
법통,1
조계지,1
대통령제,1
이루고자,1
워싱턴,1
냉담한,1
거두지,1
소득,1
위임통치,1
모였던,1
이탈,1
뽑지,1
않고서는,1
왕청현,1
오동,1
학맥,1
들이었던,1
넓혀,1
정확히,1
기는,1
법전,1
경국대전,1
국조,1
오례,1
쳐,1
들어오는,1
金佐鎭,1
태우고,1
밀려,1
들어갔는데,1
흩어지고,1
영남,1
키우기,1
연산군,1
호패법,1
복원,1
국조보감,1
기풍,1
감사,1
겪은,1
비하고자,1
평안북도,1
혜산,1
북만주,1
부으로,1
영릉,1
공황,1
가야으로,1
합쳐진,1
까지다,1
개척,1
국경선,1
화포,1
집현전,1
가했다,1
교민,1
자활,1
민립대학기성회,1
전과,1
빠지고,1
1923,1
잇따른,1
가뭄,1
개개인,1
배우고,1
달아야,1
살리는,1
물산,1
유진태,1
오세창,1
선민,1
기성준,1
비회,1
장작림,1
국민부,1
동력,1
잃기,1
퍼뜨,1
린다,1
임원,1
미행,1
훈민정음,1
창제,1
측우기,1
금속활자,1
아악,1
사라졌고,1
출사,1
다져진,1
극한,1
관동대지진,1
시급해지자,1
부진해졌다,1
다가,1
만다,1
재혼,1
자손,1
규제,1
遺臣,1
자처,1
급속도,1
초부터,1
물건,1
물품,1
있는데도,1
외제,1
나서기도,1
단천,1
했다가,1
일경,1
잃기도,1
싸움이었지만,1
도와주는,1
김병로,1
"1,170",1
입어라,1
짠,1
먹어라,1
양말,1
넘게,1
무안군,1
암태도,1
재민,1
부수,1
쏘며,1
달려드는,1
망치,1
곤봉,1
어려우나,1
이렇듯,1
외곽,1
지니,1
방석,1
불쾌히,1
여긴,1
서자,1
庶子,1
庶孼,1
육박전,1
실력양성론,1
맞춰,1
볼셰비키,1
청년회,1
지방세,1
강화해,1
나가고,1
육,1
계제,1
북풍회,1
기울여,1
조선청년총동맹,1
성함,1
운동화,1
300,1
사택,1
모루,1
최하,1
국공합작,1
불어오고,1
정우회,1
우경,1
민흥회,1
보여줘,1
단계,1
1927년,1
잇,1
말에는,1
143,1
벌어지고,1
연정회,1
硏政會,1
단결,1
일절,1
단양군,1
검은,1
혁파,1
억울하게,1
양민,1
복귀,1
신덕왕후,1
강씨,1
1393년,1
국명,1
1394년,1
1398년,1
1400년,1
정당성,1
해소,1
섞이기,1
사고방식,1
쇠약해진,1
정립,1
므,1
맡았던,1
위화도,1
위화도회군,1
우왕,1
창왕,1
올렸다가,1
별거,1
소박,1
주도하거나,1
강령,1
우군,1
도통,1
상신,1
사대부,1
계층,1
신돈,1
실패하자,1
과전법,1
물려,1
무인,1
정도전,1
위시,1
합하였고,1
옹립함,1
109만년,1
움츠러들었고,1
시인,1
란,1
오직,1
불과한,1
성적,1
만족,1
있되,1
원하면,1
봐도,1
파격,1
전제정,1
부시하였으나,1
석상,1
사라지게,1
나뉘,1
1388년,1
恭愍王,1
反元政治,1
대내,1
권문세가,1
애욕,1
순례,1
듣기,1
위자료,1
염문,1
변호,1
애정,1
애론,1
부르짖은,1
대담한,1
오르내렸다,1
외친,1
고령자,1
장년,1
야학,1
가능하다는,1
유희,1
부당하다는,1
항거,1
주체,1
기강,1
문란해지고,1
어려워지는,1
지게,1
성장한,1
비정상,1
쇠퇴할,1
즈음,1
지탄,1
퇴치,1
맹자,1
v,1
narod,1
movement,1
주도했는데,1
영지,1
누렸다,1
몰락하자,1
대몽,1
앞장섰던,1
삼별초,1
배중손,1
러시아어,1
세우고,1
곽상훈,1
박순천,1
대졸,1
봉사,1
반기,1
들었다,1
새로이,1
시키게,1
문화재,1
옮기고,1
가르치자,1
기치를,1
주도했다,1
여름방학,1
슬로건,1
미화,1
활동가,1
친목,1
팜플렛,1
고교생,1
산술,1
가르쳤고,1
시국,1
고교,1
여행,1
투고,1
알아야,1
앞장섰고,1
심대,1
자율,1
10%,1
깨우치게,1
방학,1
휴학,1
학무,1
고취,1
혐의,1
팔만대장경,1
조판,1
1270년,1
몽골족,1
지나친,1
1231년,1
몽고,1
지내는,1
봉사활동,1
농활,1
활발히,1
일본국회,1
나왔고,1
조병상,1
曺秉相,1
전단,1
8시간,1
최저,1
선동,1
흥남,1
"1,759",1
부녀,1
강화하는,1
명천,1
계엄,1
기아,1
만연했하였으므로,1
적발,1
43,1
"4,121",1
세웠으나,1
지남,1
강해져,1
확충,1
군신,1
치열해지기,1
최후,1
최충헌,1
최우,1
무신정권,1
도적,1
朴春琴,1
代議士,1
가질,1
하고도,1
당한다,1
산발,1
도처,1
벌떼,1
동양,1
집대성,1
강하지,1
간파,1
쐐기,1
박았다,1
부족해지자,1
찰대,1
싸우는,1
70,1
기피,1
떠올랐다,1
나서서,1
말세,1
나오기도,1
문벌,1
정치권,1
대각국사,1
大覺國師,1
의천,1
義天,1
패널,1
의인,1
간담,1
회식,1
發會式,1
궁핍,1
극심한,1
겪었다,1
죄악,1
쾌락,1
경지,1
터득,1
돌아와,1
교장,1
敎藏都監,1
부합,1
미쳤고,1
실업,1
빈곤,1
심각했던,1
대엔,1
투서,1
쏟아졌다,1
불가피한,1
명인,1
사들이,1
열게,1
낮았고,1
줄어드는,1
듯,1
조선민사령,1
朝鮮民事令,1
氏名制,1
氏,1
정해,1
불러일으켰고,1
자의식,1
일었던지,1
경질,1
밀어,1
붙여,1
춘원,1
드러났으나,1
고려사,1
마침,1
文宗,1
경종,1
송정,1
親宋政策,1
경성일보,1
기고,1
앞장서서,1
무수,1
미즈노,1
나오키,1
水野直樹,1
원하지,1
않더라도,1
답,1
근간,1
흔드는,1
셌고,1
빠졌다,1
創氏,1
맹렬한,1
에서조차,1
부딪쳤다,1
반대론,1
얼마나,1
옮기는,1
옮길,1
드러냈다,1
완강,1
993년,1
1010년,1
강감찬,1
섬멸,1
막강,1
국정,1
권문세족,1
내줬다,1
의외로,1
높았던,1
교토대,1
인문과학,1
좋다는,1
기한,1
틀림없을,1
어른,1
똑같이,1
않다는,1
높았다는,1
열어놓은,1
어떻겠느냐는,1
주제,1
담화,1
흐뭇하게,1
시사,1
바람,1
복잡해졌다,1
컸다,1
블랙리스트,1
아부,1
당연한,1
추켜,1
소환조사,1
11시,1
어떻겠느냐고,1
배려,1
開京,1
주현,1
독특한,1
갖췄다,1
양인,1
늘렸고,1
찬양,1
하자고,1
없을지도,1
모릅니다,1
입학,1
취직,1
해달라고,1
호구,1
세입,1
알려진,1
얘기,1
국제화,1
나라였다,1
받아들인,1
늦춰,1
가해질,1
저명한,1
분자,1
속임수,1
몰려든,1
지나도록,1
신청,1
률,1
높았고,1
土姓,1
양서,1
예절,1
코리아,1
불린,1
1000년,1
전인,1
70만년,1
20030,1
이야,1
담당자,1
살기,1
충청북도,1
몰려들어,1
혼잡,1
918~1392,1
드나들던,1
서역,1
꼬레,1
나왔다는,1
高麗,1
멸망하기까지,1
정사암,1
戶數,1
79.3%,1
직공,1
보내왔다,1
이덕주,1
유진,1
기념,1
동티모르,1
필리핀,1
네덜란드,1
사령부,1
군납,1
많다고,1
피해자,1
30만,1
종로구,1
낙,1
원정,1
징모,1
다녀야,1
옮긴,1
들어간,1
상해,1
장제스,1
허씨,1
기입,1
찾아가기도,1
실렸다,1
유일하였다,1
인도네시아,1
수마트라섬,1
형제,1
주도하의,1
주도하에,1
격려,1
던져,1
적잖은,1
시킴,1
성공하였다,1
수배,1
숨어,1
고사,1
화백제,1
상당했,1
통역,1
필요하였다는,1
같았다고,1
高句麗,1
892년,1
일컫는다,1
해지자,1
重慶,1
옮기게,1
자립하기에,1
901년,1
定安國,1
오현명,1
986년,1
後三國時代,1
어휘,1
이두,1
공통점,1
총사령부,1
尹德榮,1
사양,1
칙선되,1
폭탄,1
926년,1
23,1
만기,1
의해서,1
회피,1
제도로,1
유일했다,1
출해,1
법안,1
받아들여진,1
관철,1
알려지고,1
金明濬,1
朴相駿,1
국무령,1
재직,1
아무런,1
宋鍾憲,1
尹致昊,1
이진용,1
李珍鎔,1
韓相龍,1
몫,1
많으며,1
의사소통,1
지장,1
해동성국,1
"""(",1
海東盛國,1
불릴,1
왕인,1
대인선,1
시키며,1
배당,1
의해서든,1
징집,1
입대,1
선거법,1
정법,1
율안,1
칙령,1
원령,1
개정안,1
의해서였고,1
김유리,1
늦어졌다는,1
리기,1
이루어졌어야,1
거친,1
빌어,1
서두르지,1
안되었던,1
피선거권,1
220년,1
남긴,1
사라졌다,1
열만화,1
옮기며,1
친당,1
단명,1
연령,1
이상인,1
명망,1
이내,1
백지,1
全,1
즉각,1
싸웠다,1
양세봉,1
梁世鳳,1
할당,1
鈴木,1
종신,1
지나면,1
공선,1
의해야,1
보통선거,1
의할,1
15원,1
잠복기간,1
중국군,1
지방자치,1
보다도,1
도회,1
부회,1
읍회,1
면협의회,1
안건,1
넓히고,1
열었다,1
62,1
갖추었으며,1
張文休,1
등주,1
大興,1
계류,1
항저우,1
전전,1
이청천,1
李靑天,1
이끌었던,1
치열하게,1
만리장성,1
유격대,1
金元鳳,1
윤세주,1
尹世胄,1
한빈,1
韓斌,1
김학무,1
金學武,1
130,1
들켜,1
방송인,1
고를,1
밀청,1
후방,1
선무,1
황허,1
黃河,1
건너,1
華北,1
무대,1
팔로군,1
소탕,1
발발,1
쫓겨,1
자싱,1
과로,1
과장,1
체계,1
행정기관,1
면리제,1
겪어야,1
착했는데,1
잔류,1
늘리는,1
참전,1
불리하게,1
돌아가자,1
청취,1
엄중히,1
단속,1
방송국,1
찾아옴으로서,1
내리게,1
단교,1
바꿨다가,1
이방,1
현덕,1
상경,1
용천부,1
원부,1
698년,1
동모산,1
東牟山,1
기슭,1
인안,1
仁安,1
호방,1
불씨,1
남아있던,1
동제,1
오가작통법,1
반제,1
洞,1
町,1
묶어,1
한개,1
區,1
향리,1
세습,1
군속,1
면속,1
기수,1
일어나기도,1
월급,1
수사,1
썼다,1
훈,1
도전,1
넓히는,1
두막루,1
豆莫婁,1
흑수말갈,1
黑水靺鞨,1
장문휴,1
노려,1
말갈,1
이해고,1
추격,1
천문령,1
갈래,1
지류,1
훈강,1
비류,1
漢族,1
통일로,1
줄어들어,1
융성,1
渤海,1
696년,1
營州,1
거란족,1
연세대학교,1
주사,1
사무관,1
차등,1
나가서,1
필기구,1
적어가거나,1
단순히,1
구술,1
신은,1
좋지,1
이미지,1
탓,1
말단,1
학력,1
보통학교,1
지방의회,1
대다수,1
문맹율,1
높아,1
기수였다,1
옮기던,1
개울,1
산사태,1
동네,1
1~2회,1
쇠퇴해졌다,1
장수인,1
걸걸중상,1
乞乞仲象,1
틈,1
여전하였다,1
무능력,1
수취,1
스러워졌고,1
장날,1
쓰거나,1
잉크,1
졌으므로,1
오류로,1
경찰관,1
헌병경찰,1
외워서,1
이었으므로,1
생년,1
월,1
정확하거나,1
양력,1
헷갈리거나,1
정확하지,1
않거나,1
바뀌어서,1
싣던,1
멸망하던,1
없었던,1
관공서,1
분풀이,1
화재,1
찢어졌으며,1
속출,1
將軍,1
자립하였다,1
중하,1
신문왕,1
녹읍,1
祿邑,1
대결,1
먹물,1
사교육,1
효력,1
일본국,1
법체계,1
동일하게,1
엄격한,1
국한문,1
득,1
두품,1
부각,1
고위,1
집사부,1
侍中,1
섞은,1
병용,1
일보,1
복간,1
반복,1
매일신보,1
KBS,1
않았으므로,1
시청률,1
넓혔다,1
고국천왕,1
속제,1
서안,1
실학파,1
북학파,1
저조하였다,1
1906년,1
개교,1
미만,1
군사시설,1
대화,1
취조,1
삼천,1
같지만,1
이루어지고,1
저술,1
저작,1
조선교육령,1
4271,1
측면,1
대학가,1
머물렀다,1
들어오자,1
관청,1
민원,1
사범대,1
전문대,1
47,1
다루어지,1
가르치는,1
제재,1
"3,660",1
여개,1
강습,1
배우게,1
위압,1
교원,1
입히고,1
중학생,1
근로,1
보국,1
산골,1
알려졌고,1
1700만,1
773만,1
읽고,1
이뤄지지,1
종합대학,1
과대,1
발해사,1
민족사,1
해인,1
676년,1
以南,1
예주,1
통일신라,1
강했고,1
중학교,1
73,1
선생,1
영웅,1
안정복,1
동사강목,1
유득공,1
발해고,1
太學,1
동북,1
진의,1
이원구,1
李元龜,1
보냈고,1
은화,1
많아서,1
門中,1
공유,1
公有地,1
驛屯土,1
궁장,1
宮庄土,1
분포,1
내렸지만,1
경까지,1
엽전,1
1913년,1
원화,1
1880년,1
불가능했던,1
쓰이던,1
44,1
금은,1
패물,1
측량,1
가격,1
地籍,1
까다로운,1
익숙하지,1
밟지,1
도망쳐,1
1022년,1
13년,1
노략,1
바치면서,1
원했고,1
몰아내,1
洞中,1
77%,1
대등한,1
賭地權,1
없이도,1
타인,1
자유로이,1
매매,1
저당,1
상속,1
물권,1
13만,1
5천,1
토의,1
40%,1
병행,1
이민,1
왜국,1
자유롭게,1
古河,1
넘어서고,1
0.3%,1
불과하였다,1
성장해,1
늘,1
과세,1
52%,1
자작농,1
몰락하여,1
화전민,1
떠나가는,1
자소,1
작겸농,1
벌채,1
이득,1
챙겼다,1
會社令,1
뿐이었다,1
인의,1
조선광업령,1
1915,1
회복하였다,1
전연,1
겪었으나,1
소수림왕,1
태학,1
바뀌고,1
해상,1
통행,1
기업가,1
분업,1
요업,1
농수산,1
물가,1
자본금,1
구한국,1
황실,1
있어서,1
앞섰기,1
어민,1
인당,1
어획,1
1908년,1
불하,1
목재,1
죽이겠다,1
512년,1
책자,1
요강,1
배포,1
자력,1
갱생,1
자급자족,1
)’(,1
1910,1
받도록,1
미쓰비시,1
三菱,1
넘어갔고,1
아편,1
전매,1
6%,1
세계대전,1
고립,1
과학자,1
갈탄,1
아주까리,1
소나무,1
윤활유,1
항해,1
930년,1
白吉,1
土豆,1
만일,1
맹수,1
놓아,1
밟아,1
져야,1
징수,1
민세,1
도로,1
신망,1
1918,1
금융조합,1
서민,1
통괄,1
소득세,1
수익,1
소비,1
잡부금,1
토목공사,1
일으키는,1
91%,1
51만,1
7천원,1
278만,1
5천원,1
인상,1
지출,1
주거,1
심사,1
엄격하게,1
가하였다,1
변했다고,1
수출,1
90%,1
잡곡,1
잎담배,1
상실,1
32,1
97원,1
67,1
205원,1
66,1
34만원,1
43만원,1
7만,1
4천원,1
2천원,1
86만,1
6천원,1
91만원,1
94만원,1
41만,1
8천원,1
부가가치세,1
밭농사,1
상가,1
아산군,1
둔포면,1
203원,1
58,1
18원,1
바치기로,1
직함,1
실직,1
다르다고,1
요충지,1
교묘한,1
써서,1
받으려고,1
보천교,1
普天敎,1
大倧敎,1
신종교,1
185원,1
77,1
후생,1
부족해,1
위문,1
이지,1
기부,1
금도,1
드물었다,1
시골,1
벽촌,1
면내,1
출하,1
수만,1
시내,1
영수증,1
받아서,1
1915년,1
布敎規則,1
神道,1
세웠는데,1
나눠,1
싣고,1
내물왕,1
동해,1
사느냐,1
물으니,1
天道敎,1
춤,1
음식,1
내놓게,1
일반인,1
국가신도,1
하위,1
교파,1
유사종교,1
교화,1
하더라도,1
가차,1
발발하고,1
시달려서,1
불상,1
치과,1
류,1
유명하였다,1
미쓰코시,1
두었다,1
송상,1
만상,1
킬로그램,1
운판,1
그릇,1
기류,1
조선왕조,1
망하여,1
조리사,1
숙수,1
나오게,1
모은,1
생겨나서,1
왕기,1
위궁,1
구한,1
화면,1
구입,1
집은,1
공회당,1
손탁,1
요리,1
음식점,1
천리,1
김동성,1
근농,1
여운홍,1
화원,1
부민관,1
부청소재지,1
소재지,1
있었으므로,1
출입,1
서커스,1
곡예단,1
몰려들었다,1
칠월,1
소녀,1
가려,1
뽑아서,1
빠뜨린다고,1
于山國,1
고려시대,1
울릉도,1
244년,1
갓,1
방송사,1
부내,1
여인숙,1
민박,1
수험생,1
많아지자,1
여파,1
적었지만,1
가에서만,1
입던,1
드레스,1
원피스,1
중소도시,1
중산층,1
평민,1
넘을,1
져,1
미쳐,1
죽는,1
사서,1
입기도,1
그러든,1
받아들였다,1
간지,1
묘사,1
조가,1
사상가,1
탈선,1
부추겨서,1
시키려,1
도포,1
신문사,1
몰려가,1
언론사,1
외모,1
따지는,1
앞세우는,1
바치는,1
情死,1
광개토왕,1
漢城,1
임진강,1
耽羅,1
상실하고,1
460,1
고씨,1
찾아보면,1
시집갔다가,1
카페,1
대미,1
극치,1
비련,1
상업,1
김우진,1
투신,1
남겼던,1
윤심덕,1
찬미,1
음반,1
돌파,1
절세,1
음독,1
떠들썩하게,1
입원,1
쫓겨나기도,1
손가락질,1
당하자,1
斷髮,1
斷指,1
서슴지,1
죽은,1
애인,1
쥐약,1
입속,1
털어,1
돈,1
일곱,1
마흔,1
남자에게,1
적당한,1
첩,1
후취,1
들어감에,1
김봉,1
경성제대,1
유부,1
노병,1
비극,1
가수,1
만들어지,1
동성애,1
습성,1
여겨져,1
받거나,1
정신과,1
연인,1
김용주,1
홍옥,1
유학생,1
늘어나면서,1
구시대,1
학업,1
남평,1
문씨,1
1404년,1
완전,1
유연,1
柔然,1
새외,1
멸망한다,1
마친,1
장수왕,1
남북조,1
삼국통일,1
달성,1
伽倻,1
加耶,1
伽耶,1
패망,1
만들어지지,1
키웠으며,1
입자,1
5~6,1
입지,1
만들어진다,1
무너져가,1
532년,1
맛,1
하던지,1
리혼,1
하야,1
성산가야,1
아라가야,1
고령가야,1
소가야,1
합쳐져,1
으로까지,1
낙동강,1
엇,1
후연,1
광개토대왕,1
숙신,1
우월한,1
1717,1
실록,1
총계,1
155만,1
7709,1
683만,1
되겟슴닛,1
동화정책,1
보여준다고,1
해외관광,1
초점,1
두어졌다,1
대초에는,1
시급해지고,1
치가,1
아니,1
취,1
연료,1
대까지는,1
여권,1
발급,1
"5,793,976",1
정확했다,1
숙종,1
황해,1
다지,1
주도하기,1
화랑도,1
교단,1
塞外,1
427년,1
43년,1
9771,1
23년,1
1747,1
4153,1
18만,1
2584,1
172만,1
5538,1
734만,1
318,1
353만,1
9107,1
380만,1
1211,1
적었기,1
"13,128,780",1
닝,1
나타나서,1
되던,1
누락,1
"1,742만",1
였을,1
끝나기,1
"25,120,174",1
명이라는,1
평균,1
수명,1
1300만,1
2500만,1
부하,1
子分,1
꼬붕,1
하느냐는,1
시댁,1
받으면서까지,1
親分,1
오야,1
양동이,1
빠,1
게스,1
バケツ,1
가라,1
구라,1
야매,1
구멍,1
빵꾸,1
엑기스,1
추리,1
이었을,1
이었다고,1
도마,1
오르,1
격하,1
풍경,1
환멸,1
율도,1
김일엽,1
김활란,1
들어서는,1
드물었지만,1
늘어나게,1
부모,1
골라,1
행복하지,1
한두,1
나와야만,1
인력거,1
자전거,1
오토바이,1
나왔다,1
매년,1
서양화,1
가인,1
교령,1
최린,1
스캔들,1
김우영,1
고백,1
들끓게,1
본능,1
콜레라,1
천연두,1
페스트,1
사망률,1
감소,1
출산,1
러시,1
당연히,1
하여서,1
싫은,1
억지,1
되겠습니까,1
도립,1
세워져,1
면도,1
진료,1
망후,1
전부,1
읍면,1
대도,1
미미했으므로,1
질환,1
넘기지,1
접종,1
남하정책,1
개로왕,1
한을,1
마립간,1
고쳤다,1
법흥왕,1
병부,1
공복,1
신복룡,1
풀빛,1
2001,1
최유리,1
이현희,1
어린이,1
치사,1
촌장,1
받아다가,1
불량,1
온상,1
석재,1
덩치,1
지나가다가,1
교량,1
실종,1
인문,1
화사,1
2011,1
고쳐,1
창작과비평사,1
골품,1
성장하는,1
포섭,1
완비,1
57년,1
세워졌지만,1
틀,1
세우는,1
늦었다,1
박,1
김,1
한현우,1
청아출판사,1
2007,1
찾겠다,1
Ireland,1
Alleyne,1
1926,1
The,1
New,1
백과사전,1
左右合作運動,1
경제사,1
생활사,1
뿌렸다,1
서적,1
김윤정,1
중요하다,1
보수파,1
찬반,1
좁혀지지,1
정치사,1
상당히,1
반탁운동,1
펼쳤지만,1
읽어,1
불가피,1
돌아섰다,1
중론,1
보이다가,1
10시,1
경교장,1
원서동,1
전적,1
신탁,1
코뮤,1
니케,1
들어설,1
유일하게,1
사항,1
교대,1
지증왕,1
빼앗은,1
독차지,1
589년,1
잦은,1
소모,1
갖,1
적절하게,1
하나로,1
칙과,1
칙에,1
절충,1
좁히지,1
휴회,1
더욱더,1
갔었다,1
정치계,1
정치성향,1
독립촉성국민회,1
의결,1
신중한,1
열려,1
제자리,1
원세훈,1
속히,1
제등,1
급속히,1
과업,1
완수,1
매진,1
동오,1
김붕준,1
김약수,1
허헌,1
성주식,1
장건상,1
이영,1
노식,1
정백,1
이강국,1
牙山灣,1
내우,1
되어가던,1
걸음,1
소중한,1
넘어선것에,1
둔다,1
3조,1
4조,1
민주,1
체감,1
상등,1
시가지,1
적정,1
국유화,1
지방자치제,1
반역,1
조례,1
심리,1
제지,1
권능,1
투표,1
되도록,1
칙은,1
세련되고,1
섬세한,1
미쳤다,1
新羅,1
허사,1
산성,1
전사,1
아산만,1
위조지폐,1
화하자,1
10.1,1
맞,1
정면,1
사안,1
했었다,1
거부권,1
넘어설,1
드러낸,1
돌아서게,1
탄력,1
.),1
세었기,1
당수,1
하기보다는,1
자세,1
애매하였고,1
반탁,1
다소,1
신익희,1
높았다,1
애매한,1
쇠약해졌다,1
나제동맹,1
깨고,1
수난,1
무령왕,1
웅진,1
熊津,1
취했으,1
몰락,1
성취,1
불가피하게,1
남로당,1
설문조사,1
정치형태,1
85%,1
독재,1
70%,1
14%,1
서중석,1
성균관대,1
많았,1
으며,1
받으면서도,1
정가,1
관망,1
주도하기도,1
’…,1
떼쓰기,1
몽양,1
전조선,1
협력무드,1
깨졌고,1
매카시즘,1
열풍,1
불면,1
국무성,1
빨갱이,1
몰려,1
중진,1
탈당,1
공위,1
臨屯郡,1
玄菟郡,1
眞番郡,1
四郡,1
중화인민공화국,1
광범위하게,1
강화하면서,1
띠었으,1
우세,1
중도좌파,1
잃어가게,1
버리면서,1
UN,1
끝나게되,1
실패하였지만,1
남북협상,1
6년,1
대표자,1
연석,1
漢四郡,1
漢郡縣,1
衛滿朝鮮,1
樂浪郡,1
사비성,1
泗沘城,1
협공,1
되찾았으나,1
배신,1
18년,1
하남,1
위례성,1
충청도,1
老城,1
남게,1
南部都尉,1
東部都尉,1
변천,1
영내,1
107년,1
있었다는,1
학설,1
유력하다,1
낙랑국,1
부채질,1
82년,1
양군,1
75년,1
소제,1
小高句麗,1
공백,1
하였다가,1
大將軍,1
樂浪太守,1
광무제,1
왕준,1
王遵,1
보내서,1
패수,1
토착민,1
혼하,1
渾河,1
상류,1
흥경,1
興京,1
張敞,1
流民,1
太尹,1
바꾸었는데,1
樂浪太尹章,1
捧泥,1
王調,1
대장군,1
일으키,1
근초고왕,1
부지역,1
잔존,1
보원왕,1
寶元王,1
고보원,1
측천무후,1
빠지자,1
요동군,1
遼東郡,1
공손탁,1
갖추어,1
현도,1
민호,1
망하자,1
대광현,1
百濟,1
적이었으나,1
친족,1
帶方郡,1
공손,1
公孫摸,1
장창,1
612년,1
나타나기도,1
식민정책,1
東,1
南,1
적도,1
238년,1
劉昕,1
선우,1
鮮于嗣,1
평정하였다,1
유주,1
幽州,1
오호십육국시대,1
전조,1
撫順,1
불과하였던,1
311년,1
버틸,1
상실하였다,1
잡았으며,1
북위,1
남원경,1
南原京,1
남원,1
거문고,1
보장왕,1
견고,1
려사,1
遣高麗使,1
주고받았다,1
들어선,1
파송되,1
유포,1
국적,1
土着社會,1
이군,1
蠻夷君長,1
거수,1
渠帥,1
들에게,1
봉작,1
封爵,1
의복,1
朝貢,1
朝謁,1
맺는,1
공적,1
飾具,1
장신구,1
영천,1
본시,1
골벌국,1
貝塚,1
패각,1
貝殼,1
골,1
기각,1
骨器角,1
파편,1
鐵斧頭,1
쇳,1
조개,1
더미,1
내동면,1
九政里,1
영천군,1
금호면,1
은동,1
永州郡,1
琴湖面,1
漁隱洞,1
을지문덕,1
이끈,1
살수,1
고간,1
요동지역,1
잔당,1
금마저,1
식구,1
가까운,1
용암,1
骨伐國,1
칠,1
흑색,1
漆黑色,1
白銅鏡,1
방제,1
靑銅倣製鏡,1
日光鏡,1
종류,1
서부,1
외동면,1
外東面,1
입실리,1
入室里,1
왕래,1
씌어,1
유전,1
겹,1
꼭지,1
잔줄,1
거울,1
多鈕細文鏡,1
鐵刀,1
철부,1
鐵斧,1
철겸,1
鐵鎌,1
대개,1
항공,1
사시,1
천오십,1
大泉五十,1
포화,1
布貨,1
王莽時代,1
흥미,1
耽羅國,1
金馬渚,1
익산,1
報德國,1
년부터,1
일으키고,1
衛誌,1
주호,1
州胡,1
中韓,1
동북아,1
주지,1
평안도,1
있어서도,1
역조,1
歷朝,1
전파,1
차차로,1
古代國家,1
前後,1
二府,1
밝혀지게,1
받아들여졌다,1
정당화,1
반도사관,1
五銖錢,1
붙은,1
와당,1
한무제,1
쓰던,1
목곽묘,1
귀틀,1
입증,1
사대주의,1
펼쳤다,1
밀접한,1
성장하였으며,1
濊,1
맥,1
貊,1
가져왔지만,1
발간,1
박지원,1
비정하기도,1
封泥,1
한식,1
漢式,1
에서부터,1
짧기,1
東方邊郡,1
內郡,1
邊郡,1
외군,1
外郡,1
이루어지지,1
지배자,1
불과하였으며,1
유이,1
봉산군,1
방태수,1
급격하게,1
알겠지만,1
420년,1
오래,1
랴오닝성,1
내분,1
671년,1
장수,1
대패,1
이처럼,1
냈으나,1
쇠퇴해,1
어지러웠고,1
비정하였다,1
지었다고,1
전해지는,1
장안,1
남안의,1
확증,1
목간,1
판독,1
리지,1
린,1
윤내현,1
박영규,1
취합,1
나타나는,1
평정하고,1
아니라는,1
황해북도,1
연혁,1
115,1
朝鮮列傳,1
漢文本,1
반고,1
95,1
西南夷兩粵朝鮮傳,1
탐구,1
족문,1
진기,1
晉紀,1
선비족,1
세력권,1
1~2,1
남월,1
옮겨,1
윌,1
적법한,1
실세,1
쓰였으나,1
대백,1
강경,1
안시성,1
양만춘,1
196~220,1
유현,1
屯有縣,1
경초,1
景初,1
237~239,1
시켰다고,1
건치,1
